x,y,z
0.524,0.0307,0.367
0.43899999999999995,0.0672,0.498
0.41509999999999997,0.216,0.48
0.478,-0.0225,0.657
0.485,-0.0297,0.6
0.475,-0.127,0.45599999999999996
0.16599999999999998,0.034,0.683
0.173,0.108,0.426
0.45899999999999996,-0.162,0.5609999999999999
0.30219999999999997,0.0321,0.365
0.245,-0.0537,0.452
0.25789999999999996,-0.0228,0.386
0.23099999999999998,0.0212,0.439
0.3362,-0.0284,0.432
0.28969999999999996,-0.141,0.554
0.237,0.0489,0.597
0.35231999999999997,0.157,0.432
0.41209999999999997,-0.114,0.6579999999999999
0.4173,0.117,0.546
0.4094,-0.027,0.511
0.37879999999999997,0.0236,0.402
0.40259999999999996,-0.181,0.644
0.3756,-0.0869,0.696
0.4447,-0.0996,0.474
0.3196,-0.128,0.406
0.26959999999999995,0.0878,0.679
0.4426,0.144,0.444
0.526,-0.0544,0.445
0.494,-0.0169,0.33999999999999997
0.3873,-0.174,0.601
0.45899999999999996,-0.117,0.486
0.16799999999999998,-0.169,0.452
0.2859,-0.0361,0.367
0.28669999999999995,0.0801,0.594
0.24899999999999997,-0.0984,0.397
0.30369999999999997,0.102,0.562
0.21999999999999997,0.102,0.358
0.2862,-0.157,0.524
0.46699999999999997,-0.0804,0.7090000000000001
0.2943,0.114,0.476
0.3611,-0.221,0.477
0.473,0.0731,0.484
0.18399999999999997,-0.0304,0.36
0.38799999999999996,0.136,0.5509999999999999
0.3218,-0.157,0.5900000000000001
0.518,0.119,0.382
0.257,-0.102,0.3395
0.2598,0.13,0.40800000000000003
0.39099999999999996,0.0583,0.5800000000000001
0.35402,-0.142,0.389
0.469,-0.0173,0.30920000000000003
0.5559999999999999,-0.019,0.62
0.2862,0.0269,0.683
0.478,-0.0148,0.46599999999999997
0.4223,-0.0893,0.372
0.3101,-0.0458,0.6839999999999999
0.2697,-0.0578,0.646
0.29059999999999997,0.132,0.479
0.37129999999999996,-0.0331,0.7150000000000001
0.589,0.0933,0.589
0.3838,-0.161,0.45399999999999996
0.3974,-0.114,0.399
0.2567,-0.0242,0.644
0.498,-0.0913,0.569
0.208,-0.0962,0.481
0.206,0.0237,0.352
0.6419999999999999,0.075,0.596
0.45099999999999996,0.0442,0.607
0.3298,0.126,0.404
0.37529999999999997,0.0652,0.3225
0.13699999999999998,-0.0522,0.5529999999999999
0.45499999999999996,-0.0904,0.6
0.18499999999999997,-0.0487,0.475
0.2583,0.0355,0.396
0.473,0.0713,0.734
0.31129999999999997,-0.102,0.362
0.5289999999999999,0.0555,0.381
0.32789999999999997,0.142,0.573
0.46099999999999997,-0.0971,0.40900000000000003
0.46299999999999997,-0.0385,0.6759999999999999
0.44999999999999996,-0.000404,0.6799999999999999
0.608,-0.0211,0.45
0.12599999999999997,0.0742,0.507
0.33549999999999996,0.171,0.61
0.29119999999999996,-0.0781,0.40900000000000003
0.2818,0.123,0.6579999999999999
0.25449999999999995,-0.0726,0.352
0.205,0.0401,0.40700000000000003
0.4361,-0.075,0.40900000000000003
0.3384,-0.0276,0.724
0.2602,0.03,0.688
0.2713,0.117,0.6619999999999999
0.385,0.136,0.581
0.34676999999999997,-0.000312,0.726
0.47,0.0389,0.487
0.479,-0.0488,0.493
0.241,-0.139,0.593
0.41919999999999996,-0.135,0.45799999999999996
0.3072,0.0763,0.708
0.489,-0.118,0.518
0.3367,-0.0761,0.401
0.4347,0.2,0.3345
0.15499999999999997,0.00976,0.528
0.36579999999999996,-0.167,0.654
0.18299999999999997,0.0829,0.512
0.21099999999999997,-0.0778,0.5509999999999999
0.27059999999999995,-0.0165,0.517
0.3081,-0.202,0.61
0.18799999999999997,0.214,0.532
0.365,0.00477,0.3477
0.2946,0.0159,0.3091
0.30219999999999997,-0.203,0.39
0.4354,-0.0765,0.503
0.22499999999999998,-0.0532,0.6719999999999999
0.22999999999999998,-0.0284,0.6739999999999999
0.26489999999999997,0.0351,0.40700000000000003
0.31379999999999997,-0.17,0.46799999999999997
0.4317,-0.155,0.489
0.542,-0.0391,0.508
0.35563999999999996,-0.177,0.391
0.486,-0.00289,0.453
0.46299999999999997,-0.0307,0.528
0.21999999999999997,-0.00322,0.504
0.4103,-0.129,0.488
0.19099999999999998,0.102,0.399
0.55,-0.0161,0.445
0.309,0.102,0.5640000000000001
0.29279999999999995,-0.0603,0.375
0.2825,-0.121,0.47
0.2945,-0.184,0.41300000000000003
0.25179999999999997,0.0257,0.617
0.486,0.227,0.45699999999999996
0.239,-0.0517,0.53
0.246,0.0897,0.486
0.22199999999999998,-0.0218,0.40700000000000003
0.489,-0.000519,0.498
0.35541999999999996,0.143,0.499
0.46099999999999997,0.0881,0.45799999999999996
0.3226,0.113,0.649
0.34284,0.0616,0.583
0.44229999999999997,0.0539,0.692
0.2667,0.114,0.31479999999999997
0.19899999999999998,-0.0649,0.6
0.34335,-0.0662,0.367
0.43829999999999997,-0.122,0.427
0.32799999999999996,0.171,0.5369999999999999
0.35879999999999995,-0.192,0.523
0.2724,0.0692,0.478
0.2563,0.165,0.429
0.241,-0.175,0.487
0.3649,-0.0519,0.6950000000000001
0.2593,0.128,0.49
0.505,-0.0197,0.46399999999999997
0.36879999999999996,-0.17,0.6579999999999999
0.18499999999999997,0.0206,0.46099999999999997
0.263,0.0596,0.5680000000000001
0.3828,0.0142,0.363
0.18899999999999997,-0.0628,0.3385
0.247,-0.0983,0.3336
0.31789999999999996,-0.14,0.394
0.2683,0.00601,0.552
0.247,0.129,0.475
0.30779999999999996,0.0883,0.7090000000000001
0.4229,0.281,0.516
0.3314,0.00676,0.73
0.2778,0.0121,0.40900000000000003
0.3006,-0.171,0.41100000000000003
0.4174,0.111,0.444
0.2879,0.132,0.45699999999999996
0.3772,0.115,0.45
0.40369999999999995,-0.164,0.477
0.47,-0.0924,0.406
0.247,0.00734,0.3207
0.33299999999999996,-0.125,0.367
0.509,-0.0101,0.451
0.20299999999999999,-0.0524,0.503
0.507,0.0233,0.505
0.4391,-0.0119,0.5760000000000001
0.33009999999999995,-0.107,0.6950000000000001
0.45199999999999996,-0.0976,0.655
0.46399999999999997,-0.00255,0.364
0.19299999999999998,-0.183,0.5369999999999999
0.36269999999999997,-0.000774,0.358
0.588,-0.0213,0.451
0.27849999999999997,-0.167,0.5409999999999999
0.2814,-0.0994,0.667
0.19799999999999998,0.0694,0.571
0.36879999999999996,0.133,0.445
0.22699999999999998,-0.0459,0.6990000000000001
0.3296,-0.221,0.5900000000000001
0.25179999999999997,0.0999,0.5569999999999999
0.09399999999999997,-0.0687,0.599
0.22099999999999997,-0.0525,0.422
0.238,-0.194,0.491
0.532,0.0195,0.404
0.501,0.138,0.47
0.20099999999999998,-0.097,0.426
0.46799999999999997,0.0183,0.433
0.2631,-0.149,0.56
0.22399999999999998,0.0154,0.5549999999999999
0.4263,0.107,0.523
0.20199999999999999,-0.0406,0.46099999999999997
0.3004,0.126,0.476
0.31289999999999996,0.241,0.5660000000000001
0.41619999999999996,0.15,0.45999999999999996
0.174,-0.0732,0.46699999999999997
0.2702,0.125,0.643
0.3273,-0.0337,0.579
0.3125,-0.148,0.634
0.28359999999999996,0.17,0.496
0.239,0.00237,0.3365
0.2541,-0.0291,0.508
0.3917,-0.0636,0.683
0.472,-0.0385,0.497
0.583,-0.0468,0.571
0.37929999999999997,-0.0739,0.7110000000000001
0.36069999999999997,-0.072,0.374
0.3878,-0.13,0.49
0.3074,0.182,0.613
0.2708,-0.137,0.589
0.3818,-0.00401,0.352
0.243,-0.149,0.538
0.237,-0.0345,0.579
0.36819999999999997,0.145,0.439
0.552,-0.0235,0.589
0.3949,0.12,0.388
0.2824,-0.0366,0.612
0.21199999999999997,-0.00919,0.656
0.241,-0.0866,0.61
0.45999999999999996,0.0309,0.626
0.3604,-0.114,0.394
0.4135,-0.0638,0.491
0.31239999999999996,0.145,0.507
0.2693,0.109,0.527
0.33949999999999997,-0.111,0.49
0.33009999999999995,0.206,0.54
0.508,-0.0431,0.52
0.39159999999999995,-0.153,0.521
0.476,0.049,0.558
0.368,0.102,0.594
0.4028,-0.0139,0.648
0.28769999999999996,0.175,0.405
0.44999999999999996,0.0347,0.37
0.4028,-0.0301,0.5369999999999999
0.48,0.177,0.45899999999999996
0.4452,-0.0603,0.6839999999999999
0.19399999999999998,0.011,0.64
0.40299999999999997,0.27,0.536
0.34847,0.00278,0.352
0.42169999999999996,-0.191,0.3359
0.2794,-0.0925,0.514
0.3891,0.0285,0.362
0.369,0.119,0.516
0.36069999999999997,-0.15,0.488
0.3967,0.0446,0.5429999999999999
0.178,0.133,0.614
0.4372,0.0374,0.583
0.3155,0.141,0.507
0.205,0.0511,0.651
0.22699999999999998,-0.0191,0.663
0.235,-0.0696,0.5800000000000001
0.27949999999999997,-0.000886,0.375
0.35472,0.134,0.3262
0.3933,-0.122,0.659
0.5329999999999999,0.0103,0.509
0.2853,0.126,0.5369999999999999
0.577,-0.0193,0.45499999999999996
0.10299999999999998,-0.0561,0.5509999999999999
0.3267,-0.146,0.632
0.37689999999999996,0.0814,0.6699999999999999
0.16399999999999998,-0.000543,0.46699999999999997
0.4317,0.00329,0.37
0.30369999999999997,-0.147,0.476
0.2895,-0.202,0.492
0.3374,0.011,0.355
0.516,-0.0111,0.527
0.492,-0.132,0.522
0.21499999999999997,0.0651,0.616
0.496,-0.00651,0.45499999999999996
0.3262,-0.0134,0.683
0.522,-0.161,0.40800000000000003
0.4003,0.113,0.5529999999999999
0.243,-0.0701,0.437
0.45599999999999996,0.0588,0.629
0.2824,0.0345,0.6739999999999999
0.2946,-0.0188,0.6819999999999999
0.479,0.0404,0.436
0.2522,0.0306,0.41900000000000004
0.472,0.2,0.527
0.3208,0.131,0.41300000000000003
0.495,-0.0876,0.487
0.32089999999999996,-0.0516,0.585
0.48,0.133,0.623
0.32899999999999996,0.0301,0.351
0.31839999999999996,-0.133,0.45599999999999996
0.4068,-0.0642,0.357
0.37339999999999995,-0.0719,0.636
0.39189999999999997,-0.0847,0.29410000000000003
0.2622,0.133,0.449
0.3122,0.174,0.426
0.2577,0.193,0.55
0.208,-0.042,0.393
0.34253999999999996,0.175,0.529
0.45699999999999996,-0.108,0.64
0.30519999999999997,0.0206,0.63
0.3967,-0.0625,0.628
0.177,0.0286,0.447
0.4385,-0.119,0.655
0.27259999999999995,-0.096,0.505
0.494,-0.0164,0.3033
0.2854,0.12,0.473
0.39499999999999996,-0.0502,0.40700000000000003
0.248,0.135,0.5660000000000001
0.3842,-0.145,0.632
0.35641999999999996,0.204,0.41200000000000003
0.601,-0.00341,0.565
0.34637999999999997,-0.0335,0.41800000000000004
0.349879,0.115,0.469
0.3823,0.144,0.41000000000000003
0.206,-0.000453,0.563
0.33609999999999995,-0.0137,0.735
0.19399999999999998,0.151,0.53
0.23199999999999998,0.045,0.677
0.3287,0.0313,0.2889
0.25689999999999996,0.165,0.6599999999999999
0.39899999999999997,0.107,0.522
0.312,0.0356,0.33540000000000003
0.34229,0.0219,0.42000000000000004
0.19699999999999998,0.0762,0.593
0.2761,-0.0956,0.41300000000000003
0.4475,-0.021,0.605
0.40449999999999997,-0.149,0.46799999999999997
0.35385,-0.091,0.364
0.30929999999999996,0.0556,0.38
0.2913,-0.164,0.606
0.34404999999999997,0.0586,0.363
0.371,0.17,0.45499999999999996
0.29719999999999996,0.109,0.591
0.2731,0.161,0.5569999999999999
0.28469999999999995,-0.134,0.546
0.44999999999999996,-0.22,0.46099999999999997
0.26,0.171,0.41300000000000003
0.4062,0.0987,0.5820000000000001
0.22899999999999998,0.05,0.5920000000000001
0.26089999999999997,-0.0628,0.581
0.524,0.036,0.536
0.38029999999999997,-0.143,0.5900000000000001
0.21399999999999997,0.142,0.624
0.25449999999999995,0.0571,0.638
0.39449999999999996,0.107,0.41500000000000004
0.46499999999999997,-0.0875,0.5489999999999999
0.3246,0.139,0.657
0.3685,-0.0885,0.5569999999999999
0.21499999999999997,0.105,0.604
0.17899999999999996,-0.012,0.602
0.44289999999999996,0.176,0.42100000000000004
0.472,0.0303,0.2991
0.40909999999999996,-0.0622,0.7070000000000001
0.3614,-0.15,0.38
0.22999999999999998,-0.0763,0.501
0.499,-0.0842,0.494
0.2576,0.0542,0.6
0.3,-0.103,0.519
0.3877,0.186,0.45699999999999996
0.372,0.0789,0.628
0.469,-0.0517,0.435
0.37389999999999995,-0.17,0.635
0.43279999999999996,0.136,0.2888
0.499,0.0437,0.607
0.373,0.135,0.5880000000000001
0.248,-0.0532,0.385
0.42569999999999997,0.21,0.591
0.3791,-0.0244,0.357
0.21699999999999997,0.0295,0.585
0.4437,-0.00622,0.2872
0.27149999999999996,0.12,0.424
0.3006,-0.148,0.478
0.34842999999999996,-0.117,0.39
0.209,0.13,0.512
0.40509999999999996,0.154,0.3323
0.22599999999999998,-0.0516,0.496
0.509,-0.036,0.384
0.146,0.00436,0.472
0.21499999999999997,0.0609,0.439
0.495,-0.0286,0.42000000000000004
0.207,0.00491,0.531
0.3196,0.16,0.608
0.45099999999999996,0.0396,0.399
0.28049999999999997,0.0891,0.518
0.26349999999999996,-0.193,0.436
0.3987,0.172,0.428
0.3863,0.0594,0.6619999999999999
0.45699999999999996,-0.126,0.629
0.22499999999999998,0.112,0.5329999999999999
0.18299999999999997,-0.0716,0.499
0.2895,-0.0594,0.685
0.38139999999999996,0.144,0.3222
0.3896,-0.13,0.3007
0.29679999999999995,-0.115,0.5700000000000001
0.25179999999999997,0.0662,0.481
0.5469999999999999,0.113,0.46699999999999997
0.40049999999999997,-0.0891,0.637
0.39909999999999995,0.0959,0.7150000000000001
0.3005,-0.0402,0.395
0.36429999999999996,0.0389,0.721
0.17899999999999996,-0.129,0.634
0.3097,-0.135,0.622
0.3298,0.192,0.5760000000000001
0.3292,-0.158,0.398
0.3921,0.044,0.40700000000000003
0.38,-0.137,0.642
0.4053,0.243,0.474
0.19699999999999998,-0.0588,0.437
0.3523,-0.0622,0.721
0.2531,0.00465,0.6990000000000001
0.27649999999999997,0.109,0.43
0.45899999999999996,-0.0896,0.3463
0.481,-0.0206,0.476
0.206,0.00591,0.5429999999999999
0.27699999999999997,0.035,0.3254
0.46199999999999997,-0.0173,0.527
0.10599999999999998,-0.024,0.525
0.496,-0.105,0.5820000000000001
0.26049999999999995,-0.0386,0.5740000000000001
0.22399999999999998,0.0145,0.612
0.38439999999999996,-0.145,0.2977
0.34054999999999996,-0.217,0.5609999999999999
0.45099999999999996,-0.0621,0.39
0.246,-0.0184,0.41700000000000004
0.45199999999999996,0.0717,0.395
0.2945,0.126,0.479
0.3882,-0.15,0.603
0.2879,-0.12,0.522
0.26189999999999997,0.134,0.443
0.40859999999999996,0.153,0.628
0.3871,0.0748,0.6
0.487,0.0175,0.378
0.27449999999999997,-0.0104,0.405
0.2793,0.0265,0.667
0.3836,-0.142,0.501
0.45099999999999996,-0.0569,0.579
0.20999999999999996,-0.172,0.482
0.22699999999999998,-0.0389,0.685
0.49,0.12,0.552
0.4438,0.15,0.512
0.3818,-0.0821,0.587
0.3247,0.132,0.505
0.52,-0.0649,0.432
0.45099999999999996,0.114,0.3306
0.489,0.0837,0.391
0.31529999999999997,0.0756,0.69
0.2608,0.104,0.517
0.07099999999999995,-0.00429,0.46599999999999997
0.29269999999999996,0.0146,0.368
0.40759999999999996,0.108,0.37
0.2501,-0.213,0.443
0.141,-0.0984,0.589
0.2819,-0.138,0.486
0.3105,-0.11,0.6839999999999999
0.248,0.0922,0.612
0.18099999999999997,-0.0475,0.378
0.4135,0.127,0.41400000000000003
0.39359999999999995,-0.153,0.573
0.4219,0.082,0.654
0.3882,0.0732,0.639
0.38989999999999997,0.0312,0.6990000000000001
0.45699999999999996,0.0767,0.3066
0.4154,0.0461,0.485
0.46299999999999997,0.0205,0.542
0.3908,0.0522,0.7150000000000001
0.13399999999999998,0.0121,0.3245
0.53,0.0211,0.5740000000000001
0.33249999999999996,0.0475,0.41100000000000003
0.2739,0.0273,0.5389999999999999
0.3792,0.093,0.71
0.2707,0.047,0.6679999999999999
0.34565999999999997,-0.0203,0.606
0.496,0.0217,0.51
0.3609,-0.152,0.3177
0.19799999999999998,0.0843,0.618
0.594,0.0313,0.52
0.39199999999999996,0.121,0.5880000000000001
0.528,-0.0118,0.46699999999999997
0.2824,-0.0506,0.599
0.35468999999999995,0.137,0.375
0.44179999999999997,-0.188,0.491
0.34223,-0.124,0.5469999999999999
0.16599999999999998,-0.207,0.569
0.3887,-0.0711,0.40800000000000003
0.22199999999999998,0.106,0.518
0.5589999999999999,0.044,0.643
0.35912999999999995,0.0454,0.36
0.2708,0.112,0.53
0.13499999999999998,-0.0345,0.63
0.3706,0.157,0.376
0.3756,0.02,0.504
0.3902,-0.146,0.372
0.473,0.209,0.37
0.2763,-0.0186,0.714
0.3399,-0.0116,0.529
0.3065,-0.126,0.5609999999999999
0.26459999999999995,0.0242,0.5549999999999999
0.23399999999999999,0.0705,0.444
0.18099999999999997,0.0552,0.593
0.178,0.00826,0.3369
0.247,-0.115,0.65
0.3725,-0.138,0.42100000000000004
0.3606,0.138,0.482
0.3999,-0.00706,0.365
0.3493,-0.0017,0.354
0.3036,0.0488,0.40800000000000003
0.29169999999999996,0.221,0.446
0.46299999999999997,-0.099,0.485
0.40759999999999996,0.114,0.45
0.3261,0.176,0.5469999999999999
0.38849999999999996,0.0076,0.731
0.42779999999999996,-0.17,0.515
0.25849999999999995,-0.101,0.507
0.28819999999999996,-0.0962,0.585
0.30589999999999995,0.158,0.473
0.33459999999999995,-0.0668,0.681
0.11799999999999997,-0.0296,0.507
0.4084,-0.0244,0.5449999999999999
0.472,-0.0821,0.728
0.16299999999999998,0.0022,0.491
0.2739,0.0354,0.363
0.35435,0.222,0.398
0.41209999999999997,0.132,0.602
0.35752,0.153,0.378
0.34628,0.137,0.373
0.4467,0.174,0.52
0.47,-0.0937,0.427
0.45799999999999996,-0.0906,0.7170000000000001
0.46299999999999997,0.045,0.601
0.36329999999999996,0.0584,0.2904
0.19799999999999998,0.00119,0.41700000000000004
0.21499999999999997,0.0355,0.527
0.4448,0.0421,0.4
0.12799999999999997,0.0567,0.507
0.19999999999999998,-0.0479,0.40800000000000003
0.41479999999999995,0.171,0.544
0.45799999999999996,0.00181,0.671
0.507,-0.235,0.56
0.478,-0.191,0.685
0.26039999999999996,-0.195,0.443
0.30069999999999997,0.0275,0.2842
0.2995,-0.0598,0.3163
0.35569999999999996,-0.143,0.5329999999999999
0.31779999999999997,0.027,0.357
0.36529999999999996,-0.00723,0.3029
0.32689999999999997,-0.147,0.37
0.40459999999999996,0.0489,0.6859999999999999
0.23299999999999998,-0.066,0.538
0.16299999999999998,-0.0604,0.639
0.21799999999999997,0.0412,0.579
0.19299999999999998,-0.0236,0.5760000000000001
0.34863,-0.182,0.633
0.43279999999999996,0.128,0.644
0.34064,-0.0198,0.44
0.5429999999999999,-0.0221,0.556
0.46199999999999997,-0.125,0.46599999999999997
0.4085,0.158,0.565
0.31179999999999997,-0.088,0.2924
0.44279999999999997,-0.0719,0.7010000000000001
0.43589999999999995,0.138,0.607
0.236,-0.136,0.524
0.3656,-0.0677,0.37
0.39239999999999997,-0.127,0.604
0.062,0.021,0.446
0.28709999999999997,0.154,0.565
0.3732,-0.119,0.41900000000000004
0.3821,-0.136,0.522
0.34831999999999996,0.0347,0.2816
0.3107,-0.0707,0.719
0.21299999999999997,-0.037,0.548
0.491,0.0405,0.397
0.4083,-0.221,0.40800000000000003
0.19099999999999998,0.00204,0.46799999999999997
0.246,0.175,0.352
0.496,-0.0128,0.45499999999999996
0.45599999999999996,0.0524,0.444
0.27259999999999995,0.0467,0.696
0.178,0.00916,0.608
0.07199999999999995,0.00819,0.45499999999999996
0.2541,-0.101,0.425
0.205,-0.114,0.52
0.3977,0.0307,0.381
0.3599,-0.108,0.558
0.3397,-0.0199,0.359
0.2949,-0.106,0.6990000000000001
0.237,0.103,0.486
0.3742,-0.138,0.41500000000000004
0.34864999999999996,0.111,0.6
0.2774,-0.0765,0.681
0.3055,0.131,0.473
0.3822,-0.0656,0.371
0.34103,0.00867,0.73
0.2914,-0.13,0.422
0.35090299999999996,-0.124,0.708
0.362,-0.0903,0.628
0.4371,-0.01,0.696
0.44229999999999997,0.101,0.366
0.485,0.0571,0.527
0.5619999999999999,0.019,0.536
0.20099999999999998,-0.0246,0.436
0.503,0.0181,0.501
0.35894,0.116,0.40900000000000003
0.24899999999999997,-0.022,0.389
0.33709999999999996,-0.194,0.55
0.3857,0.125,0.6699999999999999
0.45899999999999996,0.0506,0.359
0.15599999999999997,-0.0565,0.485
0.2547,0.0478,0.631
0.2709,-0.0484,0.667
0.209,0.0359,0.402
0.487,0.221,0.40700000000000003
0.30229999999999996,0.0173,0.623
0.3203,0.133,0.7070000000000001
0.2819,0.161,0.45
0.4093,0.227,0.64
0.28269999999999995,-0.0749,0.379
0.4075,0.00354,0.618
0.36219999999999997,-0.129,0.33740000000000003
0.29479999999999995,-0.0634,0.388
0.4075,0.171,0.548
0.35982,0.118,0.496
0.4442,-0.0671,0.527
0.3296,0.0686,0.33599999999999997
0.3625,0.0937,0.42000000000000004
0.13899999999999998,-0.0178,0.5389999999999999
0.32289999999999996,-0.00389,0.652
0.35352,-0.101,0.509
0.3378,-0.117,0.681
0.16099999999999998,0.034,0.484
0.3298,-0.144,0.43
0.503,-0.00258,0.65
0.34886999999999996,0.063,0.359
0.45499999999999996,0.00165,0.6639999999999999
0.22699999999999998,0.0616,0.451
0.16899999999999998,-0.143,0.385
0.487,0.0489,0.424
0.22399999999999998,-0.0709,0.621
0.43799999999999994,-0.11,0.7090000000000001
0.2521,-0.0788,0.39
0.2802,0.151,0.5760000000000001
0.45599999999999996,-0.0663,0.41000000000000003
0.3922,0.0691,0.41500000000000004
0.3645,-0.0707,0.435
0.21299999999999997,0.0234,0.388
0.22099999999999997,0.189,0.35
0.39189999999999997,-0.024,0.524
0.517,0.107,0.509
0.21299999999999997,0.000407,0.427
0.2941,-0.149,0.478
0.2966,0.115,0.5529999999999999
0.257,0.142,0.518
0.3952,0.000749,0.669
0.25429999999999997,0.0737,0.646
0.2628,-0.14,0.371
0.494,0.0129,0.501
0.3193,-0.196,0.6719999999999999
0.22499999999999998,-0.0791,0.45999999999999996
0.33799999999999997,-0.142,0.46199999999999997
0.16299999999999998,-0.118,0.512
0.19799999999999998,0.0385,0.601
0.235,-0.0351,0.5860000000000001
0.31439999999999996,-0.148,0.395
0.4195,-0.199,0.435
0.306,-0.135,0.639
0.28609999999999997,-0.0271,0.352
0.3273,0.0253,0.351
0.46699999999999997,-0.148,0.52
0.13599999999999998,0.0472,0.654
0.27299999999999996,-0.126,0.397
0.3969,-0.000613,0.334
0.5509999999999999,0.134,0.591
0.46799999999999997,-0.198,0.392
0.3751,0.0642,0.39
0.34014,0.188,0.436
0.478,0.0812,0.581
0.3917,-0.0869,0.357
0.2793,-0.0332,0.2972
0.22099999999999997,0.0931,0.387
0.3237,-0.0746,0.6779999999999999
0.609,0.0924,0.484
0.12799999999999997,0.122,0.647
0.2946,0.00188,0.492
0.34385,-0.057,0.395
0.3952,-0.235,0.511
0.2547,-0.0038,0.386
0.34415999999999997,-0.198,0.425
0.262,0.0265,0.372
0.15799999999999997,-0.205,0.565
0.2658,-0.0401,0.3108
0.22799999999999998,-0.00446,0.621
0.4214,0.12,0.363
0.4488,0.0476,0.635
0.30169999999999997,-0.0518,0.367
0.241,-0.00785,0.3166
0.516,-0.00559,0.636
0.4175,0.123,0.395
0.2951,0.0944,0.52
0.26149999999999995,0.116,0.5609999999999999
0.22699999999999998,-0.0935,0.473
0.31139999999999995,0.0739,0.515
0.3314,0.131,0.64
0.22899999999999998,0.0632,0.495
0.13299999999999998,-0.0352,0.448
0.4012,0.0845,0.7
0.35278,-0.111,0.41500000000000004
0.27199999999999996,-0.0652,0.615
0.2809,0.0624,0.7150000000000001
0.34181,-0.0353,0.33340000000000003
0.3107,-0.00904,0.72
0.3256,0.141,0.41200000000000003
0.26499999999999996,-0.107,0.5489999999999999
0.482,-0.0251,0.52
0.3354,-0.04,0.37
0.2986,-0.0358,0.6819999999999999
0.283,0.0049,0.602
0.4435,0.0486,0.2976
0.40759999999999996,-0.0718,0.377
0.33649999999999997,-0.0833,0.698
0.3953,0.00812,0.25504
0.34148999999999996,-0.0267,0.577
0.35219999999999996,-0.0542,0.722
0.20099999999999998,0.188,0.594
0.208,-0.0398,0.6619999999999999
0.4224,-0.156,0.634
0.2673,-0.211,0.5469999999999999
0.28919999999999996,-0.14,0.6799999999999999
0.35514999999999997,-0.0659,0.554
0.3247,0.215,0.583
0.241,0.135,0.38
0.3626,-0.114,0.5900000000000001
0.18299999999999997,-0.175,0.654
0.55,-0.0963,0.435
0.471,0.0274,0.37
0.22699999999999998,0.0146,0.49
0.33109999999999995,0.168,0.5720000000000001
0.475,0.0239,0.626
0.33699999999999997,0.13,0.41000000000000003
0.4134,-0.0269,0.377
0.21999999999999997,-0.0621,0.661
0.4294,-0.122,0.45899999999999996
0.471,0.0669,0.45999999999999996
0.142,-0.045,0.641
0.16299999999999998,0.107,0.425
0.3006,0.105,0.661
0.517,-0.00502,0.5820000000000001
0.12699999999999997,0.142,0.612
0.2849,0.13,0.538
0.22399999999999998,0.118,0.434
0.3358,0.156,0.5840000000000001
0.3256,-0.21,0.613
0.5449999999999999,0.0349,0.49
0.32539999999999997,-0.141,0.388
0.205,-0.0455,0.514
0.22599999999999998,0.045,0.663
0.22699999999999998,0.0726,0.5449999999999999
0.5409999999999999,0.0727,0.398
0.20999999999999996,-0.00899,0.394
0.27159999999999995,-0.0326,0.562
0.27949999999999997,0.149,0.41900000000000004
0.4009,0.0798,0.3296
0.5229999999999999,0.224,0.5529999999999999
0.3712,-0.0738,0.7070000000000001
0.3761,0.0263,0.724
0.4115,-0.0775,0.642
0.518,0.0653,0.567
0.31229999999999997,-0.0329,0.5329999999999999
0.4251,-0.15,0.482
0.2588,-0.0487,0.623
0.4276,-0.0864,0.518
0.3761,0.022,0.3375
0.33649999999999997,-0.0612,0.714
0.21599999999999997,-0.0332,0.622
0.34575999999999996,0.181,0.512
0.3161,-0.0392,0.358
0.3382,-0.142,0.429
0.19499999999999998,0.0997,0.333
0.2621,0.0584,0.48
0.16299999999999998,0.0413,0.422
0.3807,0.0847,0.2998
0.34706,0.126,0.6579999999999999
0.235,0.125,0.698
0.25079999999999997,0.0981,0.45699999999999996
0.245,0.0578,0.45799999999999996
0.21999999999999997,-0.00657,0.563
0.486,0.0194,0.366
0.2798,-0.0985,0.54
0.4196,0.053,0.7010000000000001
0.4497,0.208,0.5920000000000001
0.16499999999999998,-0.0348,0.511
0.39749999999999996,0.096,0.5389999999999999
0.314,-0.184,0.527
0.4033,0.0143,0.364
0.2838,-0.0349,0.3402
0.476,-0.11,0.41000000000000003
0.27199999999999996,0.101,0.471
0.5369999999999999,-0.0278,0.41400000000000003
0.5389999999999999,-0.187,0.5589999999999999
0.26689999999999997,-0.0578,0.3101
0.29319999999999996,0.111,0.355
0.2974,0.048,0.677
0.4264,-0.123,0.5349999999999999
0.488,-0.0882,0.428
0.3973,0.127,0.397
0.34581999999999996,-0.0056,0.3224
0.24,0.0334,0.351
0.2677,-0.186,0.41800000000000004
0.23099999999999998,0.0773,0.3274
0.3261,-0.0618,0.406
0.40369999999999995,0.0392,0.661
0.46799999999999997,0.102,0.382
0.25039999999999996,0.137,0.6699999999999999
0.3806,-0.252,0.5920000000000001
0.5559999999999999,0.0114,0.447
0.4421,-0.0566,0.536
0.3666,-0.115,0.517
0.4406,-0.106,0.63
0.3918,0.122,0.362
0.3863,-0.00437,0.363
0.4304,0.0555,0.299
0.578,0.0151,0.5740000000000001
0.37089999999999995,0.139,0.423
0.34581999999999996,-0.00938,0.515
